text,yearbook_source,section,group,row_id,is_title,is_empty,actual_label,original_index,label,label_type
"EMPTY, Shaanxi, 23989.7447, 15306.7016, 3296.4063, 1831.1231, 677.8695, 406.9825, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Investment in Fixed Assets,F0519e,59,no,no,table_data,5908.0,table_data,actual
"EMPTY, Gansu, 9328.9629, 6306.3745, 2046.1583, 1311.9321, 376.881, 220.9642, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Investment in Fixed Assets,F0519e,60,no,no,table_data,5909.0,table_data,actual
"EMPTY, Qinghai, 5044.3176, 3547.1765, 1218.9772, 1056.8486, 235.7352, 197.494, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Investment in Fixed Assets,F0519e,61,no,no,table_data,5910.0,table_data,actual
"EMPTY, Ningxia, 6029.3533, 3479.1957, 1364.3267, 874.0664, 337.6915, 223.7718, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Investment in Fixed Assets,F0519e,62,no,no,table_data,5911.0,table_data,actual
"EMPTY, Xinjiang, 14593.607, 9528.3244, 3979.6151, 2869.8688, 530.4449, 352.6952, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Investment in Fixed Assets,F0519e,63,no,no,table_data,5912.0,table_data,actual
"EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Investment in Fixed Assets,F0519e,64,no,yes,empty,5913.0,empty,actual
"EMPTY, Not Classified, 959.3611, 272.6393, 487.4372, 204.732, 86.4317, 44.7218, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Investment in Fixed Assets,F0519e,65,no,no,table_data,5914.0,table_data,actual
"EMPTY, by Region, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Investment in Fixed Assets,F0519e,66,no,no,table_data,5915.0,table_data,actual
"8-1 National Government Revenue and Expenditure and Their Increase Rates, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0801e,1,yes,no,title,8031.0,title,actual
"EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0801e,2,no,yes,empty,8032.0,empty,actual
"Year, National Government, National Government, Increase Rates %, EMPTY",2012,Government Finance,H0801e,3,no,no,header,8033.0,header,actual
"EMPTY, Revenue, Expenditure, National Government, National Government",2012,Government Finance,H0801e,4,no,no,header,8034.0,header,actual
"EMPTY, 100 million yuan, 100 million yuan, Revenue, Expenditure",2012,Government Finance,H0801e,5,no,no,header,8035.0,header,actual
"EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0801e,6,no,yes,empty,8036.0,empty,actual
"1978, 1132.26, 1122.09, 29.5, 33.0",2012,Government Finance,H0801e,7,no,no,table_data,8037.0,table_data,actual
"1979, 1146.38, 1281.79, 1.2, 14.2",2012,Government Finance,H0801e,8,no,no,table_data,8038.0,table_data,actual
"1980, 1159.93, 1228.83, 1.1819815418971018, -4.131722044952767",2012,Government Finance,H0801e,9,no,no,table_data,8039.0,table_data,actual
"EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0801e,10,no,yes,empty,8040.0,empty,actual
"1981, 1175.79, 1138.41, 1.4, -7.5",2012,Government Finance,H0801e,11,no,no,table_data,8041.0,table_data,actual
"1982, 1212.33, 1229.98, 3.1, 8.0",2012,Government Finance,H0801e,12,no,no,table_data,8042.0,table_data,actual
"1983, 1366.95, 1409.52, 12.8, 14.6",2012,Government Finance,H0801e,13,no,no,table_data,8043.0,table_data,actual
"1984, 1642.86, 1701.02, 20.2, 20.7",2012,Government Finance,H0801e,14,no,no,table_data,8044.0,table_data,actual
"1985, 2004.82, 2004.25, 22.032309509026945, 17.82636300572598",2012,Government Finance,H0801e,15,no,no,table_data,8045.0,table_data,actual
"EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0801e,16,no,yes,empty,8046.0,empty,actual
"1986, 2122.01, 2204.91, 5.8, 10.0",2012,Government Finance,H0801e,17,no,no,table_data,8047.0,table_data,actual
"1987, 2199.35, 2262.18, 3.6, 2.6",2012,Government Finance,H0801e,18,no,no,table_data,8048.0,table_data,actual
"1988, 2357.24, 2491.21, 7.2, 10.1",2012,Government Finance,H0801e,19,no,no,table_data,8049.0,table_data,actual
"1989, 2664.9, 2823.78, 13.1, 13.3",2012,Government Finance,H0801e,20,no,no,table_data,8050.0,table_data,actual
"1990, 2937.1, 3083.59, 10.214266951855592, 9.200787596767455",2012,Government Finance,H0801e,21,no,no,table_data,8051.0,table_data,actual
"EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0801e,22,no,yes,empty,8052.0,empty,actual
"1991, 3149.48, 3386.62, 7.230942085730831, 9.827181953502247",2012,Government Finance,H0801e,23,no,no,table_data,8053.0,table_data,actual
"1992, 3483.37, 3742.2, 10.601432617447955, 10.499554127714362",2012,Government Finance,H0801e,24,no,no,table_data,8054.0,table_data,actual
"1993, 4348.95, 4642.3, 24.848925035238864, 24.052696274918503",2012,Government Finance,H0801e,25,no,no,table_data,8055.0,table_data,actual
"1994, 5218.1, 5792.62, 19.985283804136643, 24.779096568511292",2012,Government Finance,H0801e,26,no,no,table_data,8056.0,table_data,actual
"1995, 6242.2, 6823.72, 19.625917479542352, 17.80023547203166",2012,Government Finance,H0801e,27,no,no,table_data,8057.0,table_data,actual
"EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0801e,28,no,yes,empty,8058.0,empty,actual
"1996, 7407.99, 7937.55, 18.675947582583063, 16.322914773759763",2012,Government Finance,H0801e,29,no,no,table_data,8059.0,table_data,actual
"1997, 8651.14, 9233.56, 16.781205158214306, 16.32758218845865",2012,Government Finance,H0801e,30,no,no,table_data,8060.0,table_data,actual
"1998, 9875.95, 10798.18, 14.157787297396652, 16.944926983741922",2012,Government Finance,H0801e,31,no,no,table_data,8061.0,table_data,actual
"1999, 11444.08, 13187.67, 15.878269938588176, 22.12863649244595",2012,Government Finance,H0801e,32,no,no,table_data,8062.0,table_data,actual
"2000, 13395.23, 15886.5, 17.049426428336744, 20.464797799762962",2012,Government Finance,H0801e,33,no,no,table_data,8063.0,table_data,actual
"EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0801e,34,no,yes,empty,8064.0,empty,actual
"2001, 16386.04, 18902.58, 22.32742550893117, 18.985176092909086",2012,Government Finance,H0801e,35,no,no,table_data,8065.0,table_data,actual
"2002, 18903.64, 22053.15, 15.364297902360775, 16.667407306304213",2012,Government Finance,H0801e,36,no,no,table_data,8066.0,table_data,actual
"2003, 21715.25, 24649.95, 14.873378883643582, 11.775188578502394",2012,Government Finance,H0801e,37,no,no,table_data,8067.0,table_data,actual
"2004, 26396.47, 28486.89, 21.6, 15.6",2012,Government Finance,H0801e,38,no,no,table_data,8068.0,table_data,actual
"2005, 31649.29, 33930.28, 19.899706286484516, 19.108403900882124",2012,Government Finance,H0801e,39,no,no,table_data,8069.0,table_data,actual
"EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0801e,40,no,yes,empty,8070.0,empty,actual
"2006, 38760.2, 40422.73, 22.46783419154109, 19.13467852313628",2012,Government Finance,H0801e,41,no,no,table_data,8071.0,table_data,actual
"2007, 51321.78, 49781.35, 32.4, 23.2",2012,Government Finance,H0801e,42,no,no,table_data,8072.0,table_data,actual
"2008, 61330.35, 62592.66, 19.5, 25.7",2012,Government Finance,H0801e,43,no,no,table_data,8073.0,table_data,actual
"2009.0, 68518.3, 76299.93, 11.720053774354795, 21.89916517368009",2012,Government Finance,H0801e,44,no,no,table_data,8074.0,table_data,actual
"2010.0, 83101.51, 89874.16, 21.3, 17.8",2012,Government Finance,H0801e,45,no,no,table_data,8075.0,table_data,actual
"EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0801e,46,no,yes,empty,8076.0,empty,actual
"2011.0, 103874.43, 109247.79, 25.0, 21.6",2012,Government Finance,H0801e,47,no,no,table_data,8077.0,table_data,actual
"EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0801e,48,no,yes,empty,8078.0,empty,actual
"EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0801e,49,no,yes,empty,8079.0,empty,actual
"a Government price subsidies were listed as negative revenue items prior to 1986 but they have been listed as expenditure items in government , EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0801e,50,no,no,metadata,8080.0,metadata,actual
"accounts since 1986. For comparison purpose budgetary price subsidies before 1985 were adjusted and listed as expenditure items., EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0801e,51,no,no,metadata,8081.0,metadata,actual
"b Government revenue does not include the receipts of domestic and foreign debts., EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0801e,52,no,no,metadata,8082.0,metadata,actual
"c Government expenditures include the interest payment on domestic and foreign debts since 2000., EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0801e,53,no,no,metadata,8083.0,metadata,actual
"8-2 National Government Revenue and Ratio of the Central and Local Governments, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0802e,1,yes,no,title,8084.0,title,actual
"EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0802e,2,no,yes,empty,8085.0,empty,actual
"Year, National Government, EMPTY, EMPTY, Ratio %, EMPTY",2012,Government Finance,H0802e,3,no,no,header,8086.0,header,actual
"EMPTY, Revenue, Central, Local, Central, Local",2012,Government Finance,H0802e,4,no,no,header,8087.0,header,actual
"EMPTY, 100 million yuan, Government, Governments, Government, Governments",2012,Government Finance,H0802e,5,no,no,header,8088.0,header,actual
"EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0802e,6,no,yes,empty,8089.0,empty,actual
"1978, 1132.26, 175.77, 956.49, 15.523819617402365, 84.47618038259765",2012,Government Finance,H0802e,7,no,no,table_data,8090.0,table_data,actual
"1980, 1159.93, 284.45, 875.48, 24.523031562249447, 75.47696843775054",2012,Government Finance,H0802e,8,no,no,table_data,8091.0,table_data,actual
"1985, 2004.82, 769.63, 1235.19, 38.388982552049555, 61.61101744795043",2012,Government Finance,H0802e,9,no,no,table_data,8092.0,table_data,actual
"1990, 2937.1, 992.42, 1944.68, 33.789111708828436, 66.21088829117157",2012,Government Finance,H0802e,10,no,no,table_data,8093.0,table_data,actual
"1991, 3149.48, 938.25, 2211.23, 29.790632104347388, 70.20936789565262",2012,Government Finance,H0802e,11,no,no,table_data,8094.0,table_data,actual
"1992, 3483.37, 979.51, 2503.86, 28.119608310343146, 71.88039168965686",2012,Government Finance,H0802e,12,no,no,table_data,8095.0,table_data,actual
"1993, 4348.95, 957.51, 3391.44, 22.017038595523058, 77.98296140447695",2012,Government Finance,H0802e,13,no,no,table_data,8096.0,table_data,actual
"1994, 5218.1, 2906.5, 2311.6, 55.700350702362925, 44.29964929763707",2012,Government Finance,H0802e,14,no,no,table_data,8097.0,table_data,actual
"1995, 6242.2, 3256.62, 2985.58, 52.17102944474704, 47.82897055525295",2012,Government Finance,H0802e,15,no,no,table_data,8098.0,table_data,actual
"1996, 7407.99, 3661.07, 3746.92, 49.42055807310755, 50.57944192689246",2012,Government Finance,H0802e,16,no,no,table_data,8099.0,table_data,actual
"1997, 8651.14, 4226.92, 4424.22, 48.9, 51.1",2012,Government Finance,H0802e,17,no,no,table_data,8100.0,table_data,actual
"1998, 9875.95, 4892.0, 4983.95, 49.5, 50.5",2012,Government Finance,H0802e,18,no,no,table_data,8101.0,table_data,actual
"1999, 11444.08, 5849.21, 5594.87, 51.1, 48.9",2012,Government Finance,H0802e,19,no,no,table_data,8102.0,table_data,actual
"2000, 13395.23, 6989.17, 6406.06, 52.2, 47.8",2012,Government Finance,H0802e,20,no,no,table_data,8103.0,table_data,actual
"2001, 16386.04, 8582.74, 7803.3, 52.4, 47.6",2012,Government Finance,H0802e,21,no,no,table_data,8104.0,table_data,actual
"2002, 18903.64, 10388.64, 8515.0, 54.96, 45.04",2012,Government Finance,H0802e,22,no,no,table_data,8105.0,table_data,actual
"2003, 21715.25, 11865.27, 9849.98, 54.640264330366904, 45.35973566963309",2012,Government Finance,H0802e,23,no,no,table_data,8106.0,table_data,actual
"2004, 26396.47, 14503.1, 11893.37, 54.94333143787786, 45.056668562122134",2012,Government Finance,H0802e,24,no,no,table_data,8107.0,table_data,actual
"2005, 31649.29, 16548.53, 15100.76, 52.28720770671317, 47.71279229328683",2012,Government Finance,H0802e,25,no,no,table_data,8108.0,table_data,actual
"2006, 38760.2, 20456.62, 18303.58, 52.77738504961275, 47.22261495038726",2012,Government Finance,H0802e,26,no,no,table_data,8109.0,table_data,actual
"2007, 51321.78, 27749.16, 23572.62, 54.1, 45.9",2012,Government Finance,H0802e,27,no,no,table_data,8110.0,table_data,actual
"2008, 61330.35, 32680.56, 28649.79, 53.28611364520177, 46.71388635479823",2012,Government Finance,H0802e,28,no,no,table_data,8111.0,table_data,actual
"2009.0, 68518.3, 35915.71, 32602.59, 52.417689872632565, 47.582310127367435",2012,Government Finance,H0802e,29,no,no,table_data,8112.0,table_data,actual
"2010.0, 83101.51, 42488.47, 40613.04, 51.1, 48.9",2012,Government Finance,H0802e,30,no,no,table_data,8113.0,table_data,actual
"2011.0, 103874.43, 51327.32, 52547.11, 49.4, 50.6",2012,Government Finance,H0802e,31,no,no,table_data,8114.0,table_data,actual
"EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0802e,32,no,yes,empty,8115.0,empty,actual
"EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0802e,33,no,yes,empty,8116.0,empty,actual
"a The revenue of the central and local governments refers to the revenue collected by the central government and that collected by the local , EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0802e,34,no,no,metadata,8117.0,metadata,actual
"governments., EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0802e,35,no,no,metadata,8118.0,metadata,actual
"b Revenue in this table does not include the receipts of domestic and foreign debts., EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0802e,36,no,no,metadata,8119.0,metadata,actual
"8-3 National Government Expenditure and Ratio of Central and Local Governments, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0803e,1,yes,no,title,8120.0,title,actual
"EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0803e,2,no,yes,empty,8121.0,empty,actual
"EMPTY, National Government, EMPTY, EMPTY, Ratio %, EMPTY",2012,Government Finance,H0803e,3,no,no,metadata,8122.0,metadata,actual
"Year, Expenditure, Central, Local, Central, Local",2012,Government Finance,H0803e,4,no,no,header,8123.0,header,actual
"EMPTY, 100 million yuan, Government, Governments, Government, Governments",2012,Government Finance,H0803e,5,no,no,header,8124.0,header,actual
"EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0803e,6,no,yes,empty,8125.0,empty,actual
"1978, 1122.09, 532.12, 589.97, 47.42222103396341, 52.577778966036604",2012,Government Finance,H0803e,7,no,no,table_data,8126.0,table_data,actual
"1980, 1228.83, 666.81, 562.02, 54.263811918654326, 45.73618808134567",2012,Government Finance,H0803e,8,no,no,table_data,8127.0,table_data,actual
"1985, 2004.25, 795.25, 1209.0, 39.67818385929899, 60.32181614070101",2012,Government Finance,H0803e,9,no,no,table_data,8128.0,table_data,actual
"1990, 3083.59, 1004.47, 2079.12, 32.574693782247316, 67.42530621775268",2012,Government Finance,H0803e,10,no,no,table_data,8129.0,table_data,actual
"1991, 3386.62, 1090.81, 2295.81, 32.20940052323555, 67.79059947676444",2012,Government Finance,H0803e,11,no,no,table_data,8130.0,table_data,actual
"1992, 3742.2, 1170.44, 2571.76, 31.276789054566834, 68.72321094543318",2012,Government Finance,H0803e,12,no,no,table_data,8131.0,table_data,actual
"1993, 4642.3, 1312.06, 3330.24, 28.263145423604673, 71.73685457639532",2012,Government Finance,H0803e,13,no,no,table_data,8132.0,table_data,actual
"1994, 5792.62, 1754.43, 4038.19, 30.28733112132334, 69.71266887867667",2012,Government Finance,H0803e,14,no,no,table_data,8133.0,table_data,actual
"1995, 6823.72, 1995.39, 4828.33, 29.24196772434977, 70.75803227565022",2012,Government Finance,H0803e,15,no,no,table_data,8134.0,table_data,actual
"1996, 7937.55, 2151.27, 5786.28, 27.102443449175123, 72.89755655082487",2012,Government Finance,H0803e,16,no,no,table_data,8135.0,table_data,actual
"1997, 9233.56, 2532.5, 6701.06, 27.427124532682956, 72.57287546731706",2012,Government Finance,H0803e,17,no,no,table_data,8136.0,table_data,actual
"1998, 10798.18, 3125.6, 7672.58, 28.94561861350709, 71.0543813864929",2012,Government Finance,H0803e,18,no,no,table_data,8137.0,table_data,actual
"1999, 13187.67, 4152.33, 9035.34, 31.48645666747803, 68.51354333252198",2012,Government Finance,H0803e,19,no,no,table_data,8138.0,table_data,actual
"2000, 15886.5, 5519.85, 10366.65, 34.7, 65.3",2012,Government Finance,H0803e,20,no,no,table_data,8139.0,table_data,actual
"2001, 18902.58, 5768.02, 13134.56, 30.5, 69.5",2012,Government Finance,H0803e,21,no,no,table_data,8140.0,table_data,actual
"2002, 22053.15, 6771.7, 15281.45, 30.71, 69.29",2012,Government Finance,H0803e,22,no,no,table_data,8141.0,table_data,actual
"2003, 24649.95, 7420.1, 17229.85, 30.101886616402872, 69.89811338359712",2012,Government Finance,H0803e,23,no,no,table_data,8142.0,table_data,actual
"2004, 28486.89, 7894.08, 20592.81, 27.71127350160021, 72.2887264983998",2012,Government Finance,H0803e,24,no,no,table_data,8143.0,table_data,actual
"2005, 33930.28, 8775.97, 25154.31, 25.864714349542652, 74.13528565045736",2012,Government Finance,H0803e,25,no,no,table_data,8144.0,table_data,actual
"2006, 40422.73, 9991.4, 30431.33, 24.717281588848646, 75.28271841115135",2012,Government Finance,H0803e,26,no,no,table_data,8145.0,table_data,actual
"2007, 49781.35, 11442.06, 38339.29, 23.0, 77.0",2012,Government Finance,H0803e,27,no,no,table_data,8146.0,table_data,actual
"2008, 62592.66, 13344.17, 49248.49, 21.319065206687174, 78.68093479331283",2012,Government Finance,H0803e,28,no,no,table_data,8147.0,table_data,actual
"2009.0, 76299.93, 15255.79, 61044.14, 19.994500650262722, 80.00549934973729",2012,Government Finance,H0803e,29,no,no,table_data,8148.0,table_data,actual
"2010.0, 89874.16, 15989.73, 73884.43, 17.8, 82.2",2012,Government Finance,H0803e,30,no,no,table_data,8149.0,table_data,actual
"2011.0, 109247.79, 16514.11, 92733.68, 15.1, 84.9",2012,Government Finance,H0803e,31,no,no,table_data,8150.0,table_data,actual
"EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0803e,32,no,yes,empty,8151.0,empty,actual
"EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0803e,33,no,yes,empty,8152.0,empty,actual
"a The expenditure of the central and local governments refers to the expenditure disbursed by the central government and that by the local , EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0803e,34,no,no,metadata,8153.0,metadata,actual
"governments., EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0803e,35,no,no,metadata,8154.0,metadata,actual
"b Expenditures before 2000 in this table does not include the payment on the principal and interest of domestic and foreign debts and the expenditure, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0803e,36,no,no,metadata,8155.0,metadata,actual
"for capital construction using foreign loans. Expenditures of central government and local governments since 2000 include all payment on the , EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0803e,37,no,no,metadata,8156.0,metadata,actual
"principal and interest of domestic and foreign debts., EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0803e,38,no,no,metadata,8157.0,metadata,actual
"8-6 Taxes, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0806e,1,yes,no,title,8227.0,title,actual
"EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0806e,2,no,yes,empty,8228.0,empty,actual
"EMPTY, 100 million yuan, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0806e,3,no,no,metadata,8229.0,metadata,actual
"Year, Total, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0806e,4,no,no,header,8230.0,header,actual
"EMPTY, EMPTY, Domestic, Domestic, Business, Corporate, Individual, EMPTY",2012,Government Finance,H0806e,5,no,no,header,8231.0,header,actual
"EMPTY, EMPTY, Value-added, Consumption, Tax, Income, Income, Tariffs",2012,Government Finance,H0806e,6,no,no,header,8232.0,header,actual
"EMPTY, EMPTY, Tax, Tax, EMPTY, Tax, Tax, EMPTY",2012,Government Finance,H0806e,7,no,no,header,8233.0,header,actual
"EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0806e,8,no,yes,empty,8234.0,empty,actual
"1978, 519.28, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, 28.76",2012,Government Finance,H0806e,9,no,no,table_data,8235.0,table_data,actual
"1979, 537.82, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, 26.0",2012,Government Finance,H0806e,10,no,no,table_data,8236.0,table_data,actual
"1980, 571.7, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, 33.53",2012,Government Finance,H0806e,11,no,no,table_data,8237.0,table_data,actual
"1981, 629.89, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, 54.04",2012,Government Finance,H0806e,12,no,no,table_data,8238.0,table_data,actual
"1982, 700.02, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, 47.46",2012,Government Finance,H0806e,13,no,no,table_data,8239.0,table_data,actual
"1983, 775.59, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, 53.88",2012,Government Finance,H0806e,14,no,no,table_data,8240.0,table_data,actual
"1984, 947.35, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, 103.07",2012,Government Finance,H0806e,15,no,no,table_data,8241.0,table_data,actual
"1985, 2040.79, 147.7, EMPTY, 211.07, 696.06, EMPTY, 205.21",2012,Government Finance,H0806e,16,no,no,table_data,8242.0,table_data,actual
"1986, 2090.73, 232.19, EMPTY, 261.07, 692.4, EMPTY, 151.62",2012,Government Finance,H0806e,17,no,no,table_data,8243.0,table_data,actual
"1987, 2140.36, 254.2, EMPTY, 302.0, 664.71, EMPTY, 142.67",2012,Government Finance,H0806e,18,no,no,table_data,8244.0,table_data,actual
"1988, 2390.47, 384.37, EMPTY, 397.92, 676.04, EMPTY, 155.02",2012,Government Finance,H0806e,19,no,no,table_data,8245.0,table_data,actual
"1989, 2727.4, 430.83, EMPTY, 487.3, 700.43, EMPTY, 181.54",2012,Government Finance,H0806e,20,no,no,table_data,8246.0,table_data,actual
"1990, 2821.86, 400.0, EMPTY, 515.75, 716.0, EMPTY, 159.01",2012,Government Finance,H0806e,21,no,no,table_data,8247.0,table_data,actual
"1991, 2990.17, 406.36, EMPTY, 564.0, 731.13, EMPTY, 187.28",2012,Government Finance,H0806e,22,no,no,table_data,8248.0,table_data,actual
"1992, 3296.91, 705.93, EMPTY, 658.67, 720.78, EMPTY, 212.75",2012,Government Finance,H0806e,23,no,no,table_data,8249.0,table_data,actual
"1993, 4255.3, 1081.48, EMPTY, 966.09, 678.6, EMPTY, 256.47",2012,Government Finance,H0806e,24,no,no,table_data,8250.0,table_data,actual
"1994, 5126.88, 2308.34, 487.4, 670.02, 708.49, EMPTY, 272.68",2012,Government Finance,H0806e,25,no,no,table_data,8251.0,table_data,actual
"1995, 6038.04, 2602.33, 541.48, 865.56, 878.44, EMPTY, 291.83",2012,Government Finance,H0806e,26,no,no,table_data,8252.0,table_data,actual
"1996, 6909.82, 2962.81, 620.23, 1052.57, 968.48, EMPTY, 301.84",2012,Government Finance,H0806e,27,no,no,table_data,8253.0,table_data,actual
"1997, 8234.04, 3283.92, 678.7, 1324.27, 963.18, EMPTY, 319.49",2012,Government Finance,H0806e,28,no,no,table_data,8254.0,table_data,actual
"1998, 9262.8, 3628.46, 814.93, 1575.08, 925.54, EMPTY, 313.04",2012,Government Finance,H0806e,29,no,no,table_data,8255.0,table_data,actual
"1999, 10682.58, 3881.87, 820.66, 1668.56, 811.41, 413.657, 562.23",2012,Government Finance,H0806e,30,no,no,table_data,8256.0,table_data,actual
"2000, 12581.51, 4553.17, 858.29, 1868.78, 999.63, 659.6373, 750.48",2012,Government Finance,H0806e,31,no,no,table_data,8257.0,table_data,actual
"2001, 15301.38, 5357.13, 929.99, 2064.09, 2630.87, 995.2563, 840.52",2012,Government Finance,H0806e,32,no,no,table_data,8258.0,table_data,actual
"2002, 17636.45, 6178.39, 1046.32, 2450.33, 3082.79, 1211.7805, 704.27",2012,Government Finance,H0806e,33,no,no,table_data,8259.0,table_data,actual
"2003, 20017.31, 7236.54, 1182.26, 2844.45, 2919.51, 1418.0331, 923.13",2012,Government Finance,H0806e,34,no,no,table_data,8260.0,table_data,actual
"2004, 24165.68, 9017.94, 1501.9, 3581.97, 3957.33, 1737.0555, 1043.77",2012,Government Finance,H0806e,35,no,no,table_data,8261.0,table_data,actual
"2005, 28778.54, 10792.11, 1633.81, 4232.46, 5343.92, 2094.9104, 1066.17",2012,Government Finance,H0806e,36,no,no,table_data,8262.0,table_data,actual
"2006, 34804.35, 12784.81, 1885.69, 5128.71, 7039.6, 2453.7087, 1141.78",2012,Government Finance,H0806e,37,no,no,table_data,8263.0,table_data,actual
"2007, 45621.97, 15470.23, 2206.83, 6582.17, 8779.25, 3185.58, 1432.57",2012,Government Finance,H0806e,38,no,no,table_data,8264.0,table_data,actual
"2008, 54223.79, 17996.94, 2568.27, 7626.39, 11175.63, 3722.31, 1769.95",2012,Government Finance,H0806e,39,no,no,table_data,8265.0,table_data,actual
"2009.0, 59521.59, 18481.22, 4761.22, 9013.98, 11536.84, 3949.35, 1483.81",2012,Government Finance,H0806e,40,no,no,table_data,8266.0,table_data,actual
"2010.0, 73210.79, 21093.48, 6071.55, 11157.91, 12843.54, 4837.27, 2027.83",2012,Government Finance,H0806e,41,no,no,table_data,8267.0,table_data,actual
"2011.0, 89738.39, 24266.63, 6936.21, 13679.0, 16769.64, 6054.11, 2559.12",2012,Government Finance,H0806e,42,no,no,table_data,8268.0,table_data,actual
"EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0806e,43,no,yes,empty,8269.0,empty,actual
"EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,Government Finance,H0806e,44,no,yes,empty,8270.0,empty,actual
